Fakó áltrifla
Fakó galambgomba
Fakó lemezestapló
Fakó selyemgomba
Fakó susulyka
Fakó szőrgomba
Fakó tejelőgomba
Fakó tinóru
Fakó tőkegomba
Fakó zsemlegomba
Fakóibolyás pókhálósgomba
Fakólilás tejelőgomba
Fakópikkelyes tőkegomba
Fakósárga galambgomba
Fakósárga tölcsérgomba
Fakószélű tejelőgomba
Fánlakó mohagomba
Fántermő szegfűgombácska
Farkastinóru
Fattyú kucsmagomba
Fátyolos élősdigomba
Fátyolos laskagomba
Fátyolos szömörcsög
Fátyolos tőkegombácska
Fehér álcölöpgomba
Fehér bunkógomba
Fehér csengettyűgomba
Fehér csertapló
Fehér csőgomba
Fehér csupaszpereszke
Fehér egyrétűtapló
Fehér fatölcsérgomba
Fehér fonalgomba
Fehér galóca
Fehér gereben
Fehér lisztesőzlábgomba
Fehér nyelescsészegomba
Fehér nyirokgomba
Fehér őzlábgomba
Fehér pereszke
Fehér porcos-csészegombácska
Fehér porhanyósgomba
Fehér sörtéscsészegomba
Fehér szarvasgomba
Fehér tarlógomba
Fehér tintagomba
Fehér tölcsérgomba
Fehér trágyagomba
Fehér vánkosgomba
Fehérbélű egyrétűtapló
Fehércsokros álpereszke
Fehéres álpereszke
Fehéres harangocskagomba
Fehéres kéreggomba
Fehéres sertegomba
Fehéres szőrgomba
Fehérfátylú susulyka
Fehérhúsú fakógomba
Fehérlábú kígyógomba
Fehérlemezű fülőke
Fehérpelyhes tőkegomba
Fehérpikkelyes tintagomba
Fehérszálas tőkegombácska
Fehérszegélyű porhanyósgomba
Fehértejű keserűgomba
Fehértejű kígyógomba
Fehértönkű pókhálósgomba
Fekete hárs-koronggomba
Fekete kehelygomba
Fekete kéregtörőgomba
Fekete kérgestrifla
Fekete mirigygomba
Fekete papsapkagomba
Fekete szagosgereben
Fekete tejelőgomba
Feketecsúcsú susulyka
Feketedő galambgomba
Feketedő nedűgomba
Feketedő őzlábgomba
Feketedő pöfeteg
Feketeélű csengettyűgomba
Feketeközepű szegfűgomba
Feketéllő papsapkagomba
Feketepelyhes csengettyűgomba
Feketepikkelyes pereszke
Feketés lemezestapló
Feketés lilacsészegomba
Feketésbarna gyökeresfülőke
Feketésbarna kőris-csészegomba
Feketésbarna nyárfa-csészegomba
Feketéskék pitykegomba
Feketéslemezű harmatgomba
Feketéslila kocsonyás-csészegomba
Feketésvörös galambgomba
Feketeszegélyű kígyógomba
Fenolszagú csiperke
Fényes badargomba
Fényes galambgomba
Fényes likacsosgomba
Fényes tőkegomba
Fénylő susulyka
Fenyő-egyrétűtapló
Fenyő-galambgomba
Fenyő-kénvirággomba
Fenyő-kérgestapló
Fenyő-korallgomba
Fenyő-lemezestapló
Fenyő-likacsosgomba
Fenyő-mirigygomba
Fenyő-pereszke
Fenyő-rezgőgomba
Fenyő-sapkásgomba
Fenyő-tapló
Fenyő-tölcsérgomba
Fenyőerdei prémes-csészegomba
Fenyves mohagomba
Fenyves sisakgomba
Fésűs csillaggomba
Fésűs galambgomba
Fésűs korallgomba
Fésűsperemű galóca
Fészekgombácska
Fészkes csillaggomba
Flamingó-csigagomba
Fodros káposztagomba
Fodros papsapkagomba
Fodros rezgőgomba
Fodros trombitagomba
Kátrányszagú szarvasgomba
Fogacskás kehelygomba
Fogas egyrétűtapló
Fogas likacsosgomba
Foltos álszarvasgomba
Foltos fülőke
Foltos galambgomba
Foltos nyálkásgomba
Foltos pereszke
Foltos pöfeteg
Foltos susulyka
Foltoslemezű lánggomba
Foltosodó őzlábgomba
Foltosodó tinóru
Földi állaskagomba
Földi kacskagomba
Földi susulyka
Földszagú pókhálósgomba
Földtoló galambgomba
Füles állaskagomba
Fülőkerontó kocsonyagomba
Fűrészeslemezű pereszke
Füstszínű tejelőgomba
Fűz-tőkegomba
Fűzfa-kéregtörőgomba
Füzfa-pókhálósgomba
Fűzöld galambgomba
Galambpereszke
Galléros csillaggomba
Galléros nyelespöfeteg
Gallyonülő réteggomba
Ganéj-porhanyósgomba
Ganéjbadargomba
Gatyás tintagomba
Gémüstökgomba
Gesztenye-őzlábgomba
Gesztenyebarna csészegomba
Gesztenyebarna csoportospereszke
Gesztenyebarna üregestinóru
Gipszfehér-álkígyógomba
Golyógomba
Gödörkés fásgereben
Gömbölyded sisakgomba
Gumós csengettyűgomba
Gumós csiperke
Gumós hererontógomba
Gumós kéregtapló
Gumós pereszke
Gumós rétgomba
Gumós susulyka
Gumós tuskógomba
Gyakori szemétgomba
Gyantás kérgestapló
Gyapjas kacskagomba
Gyapjas mozaikgomba
Gyapjas őzlábgomba
Gyapjas susulyka
Gyapjas szénbogyó
Gyapjas tintagomba
Gyapjaskalapú susulyka
Gyapjaslábú fülőke
Gyászos galambgomba
Gyenge áltintagomba
Gyepi likacsosgomba
Gyepi nyelvgomba
Gyepi sisakgomba
Gyertyagomba
Gyertyán kéregfekély-gombácska
Gyertyán-csigagomba
Gyertyán-galambgomba
Gyilkos galóca
Gyökeres álpereszke
Gyökeres csészegomba
Gyökeres fakógomba
Gyökeres haranggomba
Gyökeres kénvirággomba
Gyökeres pöfeteg
Gyökeres szürkefülőke
Gyökeres tarlógomba
Gyökérrontó tapló
Gyöngyös tejelőgomba
Gyümölcsillatú pókhálósgomba
Gyűrűs fülőke
Gyűrűs pereszke
Gyűrűs porhanyósgomba
Gyűrűs ráncosgomba
Gyűrűs trágyagomba
Gyűrűs tuskógomba
Hagymaszerű áltrifla
Hagymatönkű bordásőzlábgomba
Hagymatönkű pókhálósgomba
Hagymatönkű tuskógomba
Hajas csengettyűgomba
Hajlékony kéreggomba
Hálós nyálkagomba
Halszagú galambgomba
Halvány kígyógomba
Halvány rókagomba
Halványbarna döggomba
Halványkék harmatgomba
Halványkéktönkű pókhálósgomba
Halványlila pereszke
Halványsárga ciprus-serleggomba
Halványsárga galambgomba
Halványsárga pókhálós-csészegombácska
Halványszürke papsapkagomba
Halványuló galambgomba
Halványzónás tejelőgomba
Hamis pöfeteg
Hamvas olajgombácska
Hamvas tinóru
Hamvas uborkagomba
Hamvastönkű susulyka
Hanyattfekvő egyrétűtapló
Hánytató galambgomba
Harkálytintagomba
Hármas csillaggomba
Háromszínű álpereszke
Háromszínű egyrétűtapló
Hasadt pöfeteg
Hasadtkalapú pókhálósgomba
Hasadtlemezű gomba
Hasasspórás őzlábgomba
Hatalmas tölcsérgomba
Házi tintagomba
Hegyes badargomba
Hegyes kucsmagomba
Hegyesedő sötétedőpöfeteg
Hegyi laskagomba
Hegyi likacsosgomba
Hegyi nyelescsészegomba
Hegyijuhar-kéregtörőgomba
Hófehér csészegombácska
Hollós-pöfeteg
Homoki álbékagomba
Homoki álcölöpgomba
Homoki csillaggomba
Homoki fakógomba
Homoki földicsészegomba
Homoki papsapkagomba
Homoki porhanyósgomba
Homoki szarvasgomba
Homoki szegfűgomba
Homoki szömörcsög
Homoki tinóru
Homoki tölcsérgomba
Honi csillaggomba
Hosszúkarú csillaggomba
Hosszúpillás sörtéscsészegomba
Hullámos kígyógomba
Húsbarna galóca
Húsbarna pénzecskegomba
Húsbarnás őzlábgomba
Húsbarnás sörtéscsészegombácska
Húsrózsás tinóru
Hússzínű pereszke
Hússzínű porcoscsészegomba
Húsvörös nyálkagomba
Ibolya-csészegomba
Ibolyakék döggomba
Ibolyás áldücskőgomba
Ibolyás kéreggombácska
Ibolyás kéregrontógomba
Ibolyás korallgomba
Ibolyás pereszke
Ibolyás rókagomba
Ibolyásbarna csészegomba
Ibolyáshúsú pókhálósgomba
Ibolyáskék pókhálósgomba
Ibolyásodó tejelőgomba
Ibolyástejű csészegomba
Ibolyástönkű galambgomba
Ibolyástönkű pókhálósgomba
Ibolyásvörös pókhálósgomba
Ibolyaszínű pitykegomba
Iglice-fülőke
Illatos fagomba
Illatos galambgomba
Illatos kéreggombácska
Illatos pereszke
Illatos susulyka
Illatos tejelőgomba
Illatos tinóru
Illatos tölcsérgomba
Isztriai szarvasgomba
Itakai mohacsészegomba
Izabellvöröses csigagomba
Izzadó nyálkásgalóca
Ízletes csiperke
Ízletes galambgomba
Ízletes kucsmagomba
Ízletes rizike
Ízletes tőkegomba
Ízletes vargánya
Jegenyefenyő-rizike
Jegenyefenyő-tapló
Jodoformszagú galambgomba
Júdásfülgomba
Juhar-bevonatgomba
Juhar-sörtésréteggomba
Juherlevél foltgomba
Kagylószagú susulyka
Kajsza lisztgomba
Kákagomba
Kakaószagú fakógomba
Kalapos pöfeteg
Kámfor-tejelőgomba
Káposztaszagú fülőke
Karbolszagú csiperke
Karcsú csigagomba
Karcsú csiperke
Karcsú haranggomba
Karcsú őzlábgomba
Karcsú papsapkagomba
Karcsú pohárgomba
Karcsú tarlógomba
Karéjos földicsészegomba
Karéjos mohagomba
Kárminvörös tinóru
Kávébarna áltölcsérgomba
Kecses kígyógomba
Kecses őzlábgomba
Kék fásgereben
Kék pókhálósgomba
Kékbelű álszarvasgomba
Kékes mohakígyógomba
Kékes pókhálósgomba
Kékes szegfűgombácska
Kékesedő likacsosgomba
Kékesedő üregestinóru
Kékeslemezű galambgomba
Kékesszürke csészegombácska
Kékestönkű döggomba
Kékhátú galambgomba
Kékhátú galambgomba zöld változata
Kéklemezű őzlábgomba
Kékülő álpereszke
Kékülő likacsosgomba
Kemény fekvőtapló
Kénsárga fásgereben
Kenyérgomba
Kéreg-kígyógomba
Kéreglakó koronggombácska
Kerek ráspolygomba
Kerekspórás döggomba
Kerekspórás sörtéscsészegomba
Kerekspórás tintagomba
Kérész haranggomba
Kereszterű tejelőgomba
Keresztspórás kupakgomba
Kerti őzlábgomba
Kerti rétgomba
Kerti susulyka
Kerti tintagomba
Kései laskagomba
Kései susulyka
Kesernyés kígyógomba
Kesernyés pereszke
Kesernyés tinóru
Keserű álcölöpgomba
Keserű álpereszke
Keserű köldökös-szegfűgomba
Keserű likacsosgomba
Keserű nedűgomba
Keserű pereszke
Keserű pókhálósgomba
Keskenyspórás tinóru
Késői álbékagomba
Késői csigagomba
Késői galambgomba
Kétalakú csertapló
Kétgyűrűs tölcsérgomba
Kétspórás állaskagomba
Kétspórás csiperke
Kétszínű csészegombácska
Kétszínű likacsosgomba
Kétszínű pénzecskegomba
Kétszínű pókhálósgomba
Kétszínű tölcsérgomba
Kicsiny csengettyűgomba
Kicsiny csészéspöfeteg
Kicsiny csillaggomba
Kifakuló áltölcsérgomba
Kifakuló mohagomba
Királytinóru
Kis áldücskőgomba
Kis csiperke
Kis kehelygomba
Kisspórás mohagomba
Kisspórás nyelesgomba
Kisspórás olajgombácska
Klórszagú kígyógomba
Kocsonyás álgereben
Kocsonyás állaskagomba
Kocsonyás kacskagomba
Kocsonyás koronggomba
Kocsonyás pillásgomba
Kocsonyás redősgomba
Komposztcsiperke
Korai kígyógomba
Korai porhanyósgomba
Korai tejelőgomba
Korall nyálkagomba
Korallszerű boróka-rozsdagomba
Kormos mirigygomba
Kormos papsapkagomba
Kormostönkű érdestinóru
Korpás gereben
Korpástönkű galambgomba
Köldökös álszarvasgomba
Köldökös porcos-csészegombácska
Kölniillatú pókhálósgomba
Könnyező rozsdástapló
Könnyező szálkásgomba
Kőris-ripacsgomba
Kőris-tapló
Kőriskéreg-ripacsgomba
Kőrisszagú csigagomba
Körtealakú pöfeteg
Körteszagú susulyka
Közönséges álszarvasgomba
Közönséges csillaggomba
Közönséges kutyaszömörcsög
Közönséges mogyoró-csészegomba
Közönséges petrezselyemgomba
Krétafehér bordásőzlábgomba
Krómsárga galambgomba
Kucsmás csupaszpöfeteg
Kupacs agancsgomba
Kupacslakó csészegomba
Kupacslakó lánggombácska
Kúpos kígyógomba
Kúpos pókhálósgomba
Kúposkalapú lisztesőzlábgomba
Labirintustapló
Lágy redősgomba
Lángszínű tőkegomba
Lángvörös pókhálósgomba
Lápi érdestinóru
Lápi galambgomba
Lápi tejelőgomba
Lapított-kalapú csiperke
Lapos mozsárütőgomba
Laskapereszke
Legyezőalakú fűrészgomba
Légyölő galóca
Lemezes pöfeteg
Lemezes tinóru
Leopárd-áltrifla
Lépcsőzetes kéregtapló
Lepketapló
Lestyánszagú tintagomba
Leveles káposztagomba
Levélkedvelő fülőke
Levélkedvelő nyelescsészegomba
Ligeti csigagomba
Ligeti csiperke
Ligeti pókhálósgomba
Ligeti pöfeteg
Ligeti tinóru
Ligeti tintagomba
Lila korallgomba
Lila lisztesőzlábgomba
Lila pénzecskegomba
Lila pereszke
Lila susulyka
Lila tejelőgomba
Lilabélű pöfeteg
Lilafoltos pókhálósgomba
Lilahúsú gereben
Lilás dücskőgomba
Lilás gereben
Lilás pókhálósgomba
Lilás réteggomba
Lilásbarna csészegomba
Lilásbarna döggomba
Lilásbarna fülőke
Lilásburkú pókhálósgomba
Lilásfehér pókhálósgomba
Lilásodó szőrgomba
Lilásperemű pókhálósgomba
Lilásvörös csiperke
Lilaszegélyű egyrétűtapló
Lilatönkű pereszke
Lilatönkű susulyka
Lisztszagú tölcsérgomba
Lomberdei csiperke
Lombfa-likacsosgomba
Lószőrfülőke
Lucfenyő-galambgomba
Lucfenyvesi rizike
Lucos tobozfülőke
Luctoboz sztrómacsészegomba
Lúgszagú döggomba
Lúgszagú kígyógomba
Macedon kacskagomba
Magkedvelő agancsgomba
Cotylidia
Magyar susulyka
Májgomba
Májusi pereszke
Májusi pókhálósgomba
Makk-kedvelő nyelescsészegomba
Málnavörös tinóru
Mályvaszínű pókhálósgomba
Margarétaspórás susulyka
Márványos pereszke
Medúza-porhanyósgomba
Méhsejt nyálkagomba
Melegágyi csészegomba
Merev korallgomba
Mérges pókhálósgomba
Mészfehér csészegombácska
Mészkedvelő pókhálósgomba
Mezei csillaggomba
Mezei csiperke
Mezei kígyógomba
Mezei mohacsészegomba
Mezei szegfűgomba
Mezei tölcsérgomba
Mézsárga lápigomba
Mézszagú galambgomba
Mézszagú nedűgomba
Mocsári szegfűgomba
Mogyoró-ragasztógomba
Mogyoró-tejelőgomba
Mogyoróbarka csészegomba
Mogyoróbarna csészegomba
Mogyoróbarna selyemgomba
Mogyorókedvelő kígyógomba
Mohabadargomba
Mohakorallgomba
Mohalakó pöfeteg
Molyhos csillaggomba
Molyhos kacskagomba
Molyhos tinóru
Molyhoskalapú susulyka
Morva tinóru
Muskátliszagú olajgombácska
Muskátliszagú pókhálósgomba
Muskátliszagú susulyka
Nádi kígyógomba
Nagy csészéspöfeteg
Nagy csigagomba
Nagy döggomba
Nagy fokhagymagomba
Nagy galóca
Nagy őzlábgomba
Nagybocskorú selyemgomba
Nagyspórás csiperke
Nagyspórás homoki-csészegomba
Nagyspórás nyelespöfeteg
Nagyspórás papsapkagomba
Nagyspórás szarvasgomba
Nagyspórás szitagomba
Narancsbarna álcölöpgomba
Narancsbarna lánggomba
Narancsos csengettyűgomba
Narancsos mohacsészegomba
Narancsos mohakígyógomba
Narancspórusú likacsosgomba
Narancssárga csoportos-csészegombácska
Narancssárga fásgereben
Narancssárga fülesgomba
Narancssárga gümőgomba
Narancssárga laskagomba
Narancssárga pókhálós-csészegombácska
Narancssárga redősgomba
Narancssárga tűznyomcsészegomba
Narancsszegélyű kígyógomba
Narancsszínű bunkógomba
Narancsszínű csalángöb
Narancsszínű csészegomba
Narancsszínű enyveskorallgomba
Narancsszínű foltoscsészegomba
Narancsszínű gömbös-csészegomba
Narancsszínű kacskagomba
Narancsszínű kéregfekély-gombácska
Narancsszínű likacsosgomba
Narancsszínű mohacsészegomba
Narancsszínű selyemgomba
Narancsvörös álrókagomba
Narancsvörös kígyógomba
Narancsvörös kocsonyásgomba
Narancsvörös pereszke
Narancsvörös rókagomba
Narancsvörös szarvasgomba
Narancsvörös szegfűgomba
Narancsvörös tejelőgomba
Nemezes döggomba
Nemezes köldökösgomba
Nemezes pereszke
Nemezes réteggomba
Névadás alatt
Nyakörves szegfűgomba
Nyálkás gyökeresfülőke
Nyálkás kígyógomba
Nyálkás sisakgomba
Nyálkás tőkegomba
Nyálkástönkű pókhálósgomba
Nyár-fagomba
Nyárfa fülőke
Nyárfa-érdestinóru
Nyárfa-fakógomba
Nyárfa-pereszke
Nyárfa-pókhálósgomba
Nyárfa-rozsdástapló
Nyárfa-tapló
Nyárfa-tőkegomba
Nyárfarügy-csészegombácska
Nyári laskagomba
Nyári szarvasgomba
Nyári vargánya
Nyeles agancsgomba
Nyeles áltrifla
Nyeles papsapkagomba
Nyeles széngömbgomba
Nyeletlen cölöpgomba
Nyírfa-galambgomba
Nyírfa-szőrgomba
Nyírfa-szőrgomba sárgatejű változata
Nyírfa-tapló
Nyúlfülegomba
Okkeres lápigomba
Okkeres susulyka
Okkersárga fatinóru
Okkersárga nyálkásgalóca
Okkerszínű tinóru
Olajbarna csigagomba
Olajbarna pókhálósgomba
Olajos nedűgomba
Olajsárga fapereszke
Olajsárga susulyka
Olajszínű csigagomba
Olajszürke őzlábgomba
Olajzöld zselégomba
Olajzöldes pereszke
Olajzöldes pókhálósgomba
Olaszgomba
Olívsárga pókhálósgomba
Olívszürke csigagomba
Olivzöld csészegomba
Opálszínű mirigygomba
Ordas tinóru
Orsós pókhálósgomba
Orsóspórás susulyka
Orsóstönkű pókhálósgomba
Osztott pöfeteg
Osztrák csészegomba
Óriás bocskorosgomba
Óriás bokrosgomba
Óriás csiperke
Óriás harmatgomba
Óriás lakkostapló
Óriás papsapkagomba
Óriás pókhálósgomba
Óriás pöfeteg
Óriás selyemgomba
Ördögszekér laskagomba változat
Ördögszekér-laskagomba
Összenőtt mozaikgomba
Összenőtt ripacsgomba
Öves egyrétűtapló
Öves nyelespöfeteg
Öves pereszke
Övestönkű pókhálósgomba
Őzlábgalóca
Őztapló
Pamacsos szemölcsösgomba
Pannon nyelespöfeteg
Papagáj-galambgomba
Papucsos kígyógomba
Papucsos pókhálósgomba
Parázsló tűznyomcsészegomba
Parázstapló
Párducgalóca
Párducpereszke
Parlagi mohacsészegomba
Parlagi mohagomba
Parti földicsészegomba
Patinás álszarvasgomba
Patyolatfehér kehelygombácska
Pecsétviaszgomba
Pelyhes fatölcsérgomba
Pelyhes keserűgomba
Pelyhes pókhálósgomba
Pelyhes szemétgomba
Pelyhestönkű bocskorosgomba
Pelyhestönkű csiperke
Pelyhestönkű fülőke
Pénzecske-ripacsgomba
Peremesgumós susulyka
Pettyes békagomba
Pihe nyálkagomba
Pihés gyűszűgomba
Pihés laskagomba
Pihés terülőlaskagomba
Pikkelyes álszegfűgomba
Pikkelyes fagomba
Pikkelyes harmatgomba
Pikkelyes pénzecskegomba
Pikkelyes pöfeteg
Pikkelyes tinóru
Pikkelyes tölcsérgomba
Pikkelyesedő nyelespöfeteg
Pikkelyestönkű pereszke
Pikkelykés lánggombácska
Pikkelykés susulyka
Pillás nyelespöfeteg
Pincegomba
Piros csészegomba
Piros galambgomba
Piros koronggombácska
Piros nedűgomba
Piros sörtéscsészegomba
Piros tinóru
Pirosbarna porhanyósgomba
Piruló galóca
Piruló őzlábgomba
Piruló susulyka
Piszkos galambgomba
Piszkosbarna tőkegomba
Pisztricgomba
Pocsolya-csészegomba
Pókhálós őzlábgomba
Poloskaszagú tejelőgomba
Pompás fülőke
Pompás harmatgomba
Pompás korallgomba
Pompás pókhálósgomba
Pontozott szitagomba
Porcos fülesgomba
Poros csillaggomba
Porzó élősdigomba
Propoliszgomba
Púpos egyrétűtapló
Púpos galambgomba
Pusztai álkígyógomba
Pusztai állaskagomba
Pusztai csillaggomba
Pusztai csiperke
Pusztai hegyesgomba
